CNT_d_nm,CNT_l_nm,CNT_wt_pct,CNT_vol_frac,Al_particle_size_um,Al_wt_pct,ISS_MPa,Sinter_T_K,Porosity_pct,sigma_y_MPa,Hardness_GPa,sigma_UTS_MPa
20.0,353.333333333333,1.17056856187291,0.015,3.11910206986472,98.8294314381271,200.0,738.1,5.0,308.59945444025,1.3187,560.0
20.0,336.510903426791,2.94117647058824,0.0375,2.330094877663833,97.0588235294118,200.0,895.7666666666667,0.6410256410256411,421.801314263626,1.8024,682.0
20.0,1518.804265807416,0.0,0.0,2.4292226220810362,100.0,193.71692307692308,893.7666666666667,0.6794871794871794,405.0,1.7306,640.5
20.0,1615.7563685802893,1.5,0.019203413940256,2.0563283834529824,98.5,197.64384615384617,901.7666666666667,0.5256410256410255,505.0,2.0,798.6
20.0,1636.8897556072745,2.5,0.0319148936170213,2.054901022533454,97.5,198.4685,901.8,0.525,605.0,2.0,900.0
20.0,286.457680250784,1.71951764180438,0.022,2.8301595942080637,98.2804823581956,200.0,773.1,0.8205128205128205,342.24696541024,1.4624,600.0
20.0,360.909090909091,1.71951764180438,0.022,2.6772318155490304,98.2804823581956,200.0,773.1,0.7692307692307692,363.922606552889,1.5551,638.0
20.0,312.397660818713,2.3489932885906,0.03,2.114243210297179,97.6510067114094,200.0,900.4333333333334,0.5512820512820513,487.283099595912,2.0,820.0
20.0,244.74667379791543,0.584307178631052,0.0075,20.054663309598954,99.415692821369,96.5,792.4333333333334,2.628205128205128,94.6519016790078,0.4045,178.0
20.0,236.450216450217,0.436098255606978,0.0056,21.20021786855777,99.563901744393,82.5,823.1,2.6794871794871797,92.2375026090036,0.3941,175.0
20.0,230.06085535845398,0.951468425509158,0.0122,20.907836095816208,99.0485315744908,105.0,823.1,2.666666666666667,92.4283761639179,0.3949,170.0
20.0,564.308663905971,1.17056856187291,0.015,8.477712161672994,98.8294314381271,168.5,833.1,1.8333333333333333,177.995756757501,0.7606,323.0
20.0,245.519287833828,1.17056856187291,0.015,6.602621429288707,98.8294314381271,168.5,833.1,1.6025641025641026,217.12175901689,0.9278,394.0
20.0,452.601880877743,1.71951764180438,0.022,5.287088760580652,98.2804823581956,145.0,783.1,1.3974358974358974,244.136168659305,1.0432,428.0
20.0,447.981109799292,1.71951764180438,0.022,4.731149849664479,98.2804823581956,154.0,783.1,1.2948717948717947,258.396458884731,1.1041,453.0
20.0,1087.3812506316847,1.71951764180438,0.022,4.060907472066509,98.2804823581956,172.51153846153846,783.1,1.1538461538461537,267.523044629004,1.1431,469.0
20.0,100.0,1.71951764180438,0.022,3.534359499380328,98.2804823581956,200.0,783.1,1.0256410256410258,289.198685771653,1.2358,507.0
20.0,1074.0067891786746,1.71951764180438,0.022,4.29287302523085,98.2804823581956,171.72615384615386,823.1,1.205128205128205,265.241398192936,1.1334,465.0
20.0,1048.57142857143,0.779510022271715,0.01,11.668018884709326,99.2204899777283,87.5,873.1,2.128205128205128,142.58043688798,0.6093,265.0
20.0,1042.31102231102,1.71951764180438,0.022,2.869737438395472,98.2804823581956,136.5,823.1,0.8333333333333333,330.838733229899,1.4137,580.0
20.0,122.527233115468,8.0,0.149171270718232,16.742075312677873,90.0,34.0,800.4333333333334,2.4615384615384617,114.285714285714,0.4883,120.0
20.0,464.444444444444,1.75879396984925,0.0225,11.9966392056466,98.2412060301508,81.0,817.1,2.1538461538461537,138.958383965461,0.5938,243.0
20.0,908.888888888889,0.584307178631052,0.0075,19.778080396793513,99.415692821369,67.5,793.1,2.6153846153846154,95.715406192255,0.409,180.0
20.0,2410.12345679012,0.584307178631052,0.0075,12.164403991146802,99.415692821369,67.5,816.4333333333334,2.166666666666667,136.128577695652,0.5817,256.0
20.0,2824.93827160494,0.584307178631052,0.0075,10.44112332742683,99.415692821369,67.5,823.7666666666667,2.0256410256410255,147.295375084748,0.6294,277.0
20.0,462.93466252262533,0.584307178631052,0.0075,10.29712508331378,99.415692821369,157.5,824.4333333333334,2.0128205128205128,152.612897650984,0.6521,287.0
20.0,591.428571428571,0.584307178631052,0.0075,6.333192450825879,99.415692821369,175.0,848.4333333333334,1.5641025641025643,225.994709065047,0.9657,425.0
20.0,229.737827715356,1.17056856187291,0.015,6.245848535429977,98.8294314381271,178.0,849.1,1.0,227.041027195327,0.9702,412.0
20.0,113.189964157706,2.3489932885906,0.03,3.0336614472316237,97.6510067114094,200.0,883.1,0.8846153846153846,314.95127169004,1.3458,530.0
20.0,153.333333333334,0.389321468298109,0.005,10.587135288391895,99.6106785317019,135.0,823.1,2.0384615384615383,146.645291845155,0.6266,279.0
20.0,197.777777777778,0.779510022271715,0.01,9.47389495359101,99.2204899777283,135.0,828.4333333333334,1.9358974358974357,158.183579037986,0.6759,294.0
20.0,630.7976122699399,1.71951764180438,0.022,7.481652490593478,98.2804823581956,188.0,623.1,1.717948717948718,200.784886374007,0.858,352.0
20.0,143.307543520309,1.71951764180438,0.022,5.36102507696348,98.2804823581956,188.0,623.1,1.4102564102564104,243.565757050288,1.0408,427.0
20.0,569.78354978355,1.71951764180438,0.022,2.5325674950827612,98.2804823581956,200.0,623.1,0.7179487179487181,384.457424477503,1.6428,674.0
20.0,134.285714285714,2.3489932885906,0.03,3.2972701867176806,97.6510067114094,200.0,623.1,0.9615384615384616,292.369859757547,1.2493,492.0
20.0,960.8015700097492,1.71951764180438,0.022,4.932424148660941,98.2804823581956,164.65769230769232,783.1,1.3333333333333335,250.981107967509,1.0725,440.0
